time,data,error
120.5296,0.0,84.36453949284616
130.2336,0.003922318046643373,87.95682935986267
137.3932,0.007844636093286747,88.38623984399382
146.22,0.011766954139930279,88.17163489467573
153.8704,0.015689272186573653,87.46987140633053
157.556,0.019611590233217024,85.19894637846176
159.848,0.0235339082798604,82.45318244919356
162.5452,0.02745622632650393,78.29446951707381
159.9588,0.031378544373147306,73.9485138630926
157.7536,0.03530086241979068,68.52300699064511
151.088,0.03922318046643405,62.5018740199044
147.7124,0.043145498513077425,56.17790389681694
143.974,0.047067816559720956,54.10926467805675
140.6228,0.050990134606364326,47.5964423057018
134.1776,0.054912452653007704,44.81469913142339
131.9236,0.058834770699651075,40.783488853211175
129.314,0.06275708874629461,37.11657586577727
125.7992,0.06667940679293798,34.930681060637795
124.5956,0.07060172483958135,30.3606334031423
120.928,0.07452404288622473,30.63733043200729
119.4968,0.0784463609328681,27.55377995411882
117.282,0.08236867897951163,25.227954257133096
114.54,0.086290997026155,25.644952719784843
114.4164,0.09021331507279838,22.42066482154354
112.5656,0.09413563311944176,21.003354413997776
111.8552,0.09805795116608529,19.297166448989344
109.8076,0.10198026921272865,21.101340768775806
109.112,0.10590258725937203,20.29916884998004
108.4084,0.10982490530601541,17.936510514590065
108.0496,0.11374722335265877,16.355107454248046
106.8636,0.11766954139930215,16.69388495946944
106.3264,0.12159185944594568,15.953753885528007
105.8096,0.12551417749258906,15.383671468150897
105.1528,0.12943649553923242,14.996608021816135
104.8256,0.13335881358587595,13.652603584664721
104.7436,0.13728113163251934,12.40313908008775
103.8988,0.1412034496791627,13.55450325758934
103.5684,0.14512576772580607,13.014258389935248
103.4872,0.14904808577244946,11.576158091525876
103.0704,0.15297040381909283,11.405921437569171
103.1844,0.15689272186573636,10.097445055062197
102.5536,0.16081503991237972,11.729412902613667
102.822,0.1647373579590231,8.836917788459955
102.3116,0.16865967600566648,10.925168439891443
102.3752,0.17258199405231,8.70172540132128
102.2076,0.1765043120989534,8.647294504063106
102.2636,0.18042663014559676,7.367368257390153
102.022,0.18434894819224013,7.606991258046771
101.81,0.18827126623888352,8.073629914728567
101.9928,0.19219358428552705,6.400870890746039
101.5976,0.1961159023321704,7.7527591372362386
101.6492,0.20003822037881377,6.5908223584011125
101.6544,0.2039605384254573,5.56256780992376
101.5088,0.2078828564721007,6.230852474581628
101.682,0.21180517451874406,3.204758337222949
101.5264,0.21572749256538742,4.728097190202418
101.4404,0.21964981061203082,5.122269793753547
101.3512,0.22357212865867418,4.653155763565196
101.556,0.2274944467053177,2.396594250180869
101.3872,0.2314167647519611,3.671794678355531
